,body,Amir,Ali,Misagh,
7810,"    public Frame() throws ParseException, FileNotFoundException {",,,,
7811,"        this.setSize(new Dimension(500, 150));",,,,
7812,"        mainTable.setDefaultRenderer(Person.class, new BMIRenderer());",,,,
7813,        jPanel = new JPanel(new BorderLayout());,,,,
7814,"        jPanel.add(scrollPane, BorderLayout.CENTER);",,,,
7815,        // this.pack();,,,,
7816,    public class BMIRenderer extends JLabel implements TableCellRenderer {,,,,
7817,        public BMIRenderer() {,,,,
7818,"        public Component getTableCellRendererComponent(JTable table, Object value, boolean isSelected, boolean hasFocus,",,,,
7819,"                int row, int column) {",,,,
7820,            Person p = (Person) value;,,,,
7821,            if (p.getBMI() < 15) {,,,,
7822,            } else if (p.getBMI() > 25) {,,,,
7823,            return this;,,,,
7824,MyTableModel class code:,,,,
7825,public class MyTableModel extends AbstractTableModel {,,,,
7826,    ArrayList<Person> dataList;,,,,
7827,"    String imie, nazwisko;  //name, surname",,,,
7828,    Color kolor;,,,,
7829,"    Integer wzrostCm, wagaKg; //weight, height",,,,
7830,    Calendar cal;,,,,
7831,    Person p;,,,,
7832,    int BMI;,,,,
7833,"    int r, g, b;",,,,
7834,"    public MyTableModel() throws FileNotFoundException, ParseException {",,,,
7835,        dataList = new ArrayList<Person>();,,,,
7836,"        Scanner read = new Scanner(new File(""C:\\\\Users\\\\ziole\\\\EclipseWorkspace\\\\GUI_z07P_DOING\\\\src\\\\tabelka.txt""));",,,,
7837,"        String pattern = ""yyyy-MM-dd"";",,,,
7838,        SimpleDateFormat simpleDateFormat = new SimpleDateFormat(pattern);,,,,
7839,"        System.out.println(""Wczytany plik:"");",,,,
7840,        while (read.hasNext()) {,,,,
7841,            cal = Calendar.getInstance();,,,,
7842,            String newLine = read.nextLine();,,,,
7843,"            String[] elements = newLine.split("" "");",,,,
7844,            imie = elements[0];,,,,
7845,            nazwisko = elements[1];,,,,
7846,            Date date = simpleDateFormat.parse(elements[2]);,,,,
7847,"            String[] RGB = elements[3].split("","");",,,,
7848,            r = Integer.parseInt(RGB[0]);,,,,
7849,            g = Integer.parseInt(RGB[1]);,,,,
7850,            b = Integer.parseInt(RGB[2]);,,,,
7851,"            kolor = new Color(r, g, b);",,,,
7852,            wzrostCm = new Integer(elements[4]);,,,,
7853,            wagaKg = new Integer(elements[5]);,,,,
7854,"            BMI = bmi(wagaKg, wzrostCm);",,,,
7855,"            dataList.add(new Person(imie, nazwisko, kolor, wzrostCm, wagaKg, cal, BMI));",,,,
7856,    public int getColumnCount() {,,,,
7857,        return 7;,,,,
7858,    public int getRowCount() {,,,,
7859,        return dataList.size();,,,,
7860,"    public Object getValueAt(int rowIndex, int columnIndex) {",,,,
7861,        p = dataList.get(rowIndex);,,,,
7862,        switch (columnIndex) {,,,,
7863,        case 0:,,,,
7864,            return p.imie;,,,,
7865,        case 1:,,,,
7866,            return p.nazwisko;,,,,
7867,        case 2:,,,,
7868,"            return data(cal, p);",,,,
7869,        case 3:,,,,
7870,            return p.kolor.getRGB();,,,,
7871,        case 4:,,,,
7872,            return p.wzrostCm;,,,,
7873,        case 5:,,,,
7874,            return p.wagaKg;,,,,
7875,        case 6:,,,,
7876,            return p.BMI;,,,,
7877,        return null;,,,,
7878,    public String getColumnName(int column) {,,,,
7879,        switch (column) {,,,,
7880,        case 0:,,,,
7881,"            return ""Imie"";",,,,
7882,        case 1:,,,,
7883,"            return ""Nazwisko"";",,,,
7884,        case 2:,,,,
7885,"            return ""data"";",,,,
7886,        case 3:,,,,
7887,"            return ""Kolor"";",,,,
7888,        case 4:,,,,
7889,"            return ""Wzrost[cm]"";",,,,
7890,        case 5:,,,,
7891,"            return ""Waga[kg]"";",,,,
7892,        case 6:,,,,
7893,"            return ""BMI"";",,,,
7894,        return null;,,,,
7895,"    public String data(Calendar cal, Person p) {",,,,
7896,        // po Galicyjsku,,,,
7897,        switch (p.cal.get(cal.MONTH)) {,,,,
7898,        case 0:,,,,
7899,"            return ""xaneiro"";",,,,
7900,        case 1:,,,,
7901,"            return ""febreiro"";",,,,
7902,        case 2:,,,,
7903,"            return ""marzo"";",,,,
7904,        case 3:,,,,
7905,"            return ""abril"";",,,,
7906,        case 4:,,,,
7907,"            return ""maio"";",,,,
7908,        case 5:,,,,
7909,"            return ""xuño"";",,,,
7910,        case 6:,,,,
7911,"            return ""xullo"";",,,,
7912,        case 7:,,,,
7913,"            return ""agosto"";",,,,
7914,        case 8:,,,,
7915,"            return ""setembro"";",,,,
7916,        case 9:,,,,
7917,"            return ""outubro"";",,,,
7918,        case 10:,,,,
7919,"            return ""novembro"";",,,,
7920,        case 11:,,,,
7921,"            return ""decembro"";",,,,
7922,        return null;,,,,
7923,"    public int bmi(Integer waga, Integer wzrostCm) {",,,,
7924,"        double wzrostKwadrat = (int) Math.pow(wzrostCm, 2);",,,,
7925,        double wynik = Math.round(((waga / wzrostKwadrat) * 10000));,,,,
7926,        return (int) wynik;,,,,
7927,And Person class:,,,,
7928,public class Person {,,,,
7929,"    String imie, nazwisko;",,,,
7930,    Color kolor;,,,,
7931,"    int r, g, b;",,,,
7932,"    Integer wzrostCm, wagaKg;",,,,
7933,    Calendar cal;,,,,
7934,    int BMI;,,,,
7935,"    public Person(String imie, String nazwisko, Color kolor, Integer wzrostCm, Integer wagaKg, Calendar cal, int BMI) {",,,,
7936,        this.imie = imie;,,,,
7937,        this.nazwisko = nazwisko;,,,,
7938,        this.kolor = kolor;,,,,
7939,        this.wzrostCm = wzrostCm;,,,,
7940,        this.wagaKg = wagaKg;,,,,
7941,        this.cal = cal;,,,,
7942,        this.BMI = BMI;,,,,
7943,*here are simple getters and setters*,,,,
7944,File from which I read:,,,,
7945,"Jan Kowalski 1980-2-7 255,0,153 182 99",,,,
7946,"Michał Nowak 1988-8-13 0,0,153 177 73",,,,
7947,"Zofia Michalska 1971-6-12 255,0,51 162 53",,,,
7948,"Łukasz Gwózdz 1975-3-23 0,0,255 178 47",,,,
7949,"Tomasz Wójcik 1965-1-7 102,0,0 180 50",,,,
7950,"Beata Szczesniak 2000-8-28 51,102,0 160 70",,,,
7951,"Anna Pekala 1979-2-17 0,204,255 164 54",,,,
7952,"Robert Tarski 1971-11-2 255,102,0 176 70",,,,
7953,In Main I am just creating Frame\'s Object.,,,,
7954,['I have a very simple computation which produces letter matrices finds probably all the words in the matrix. The letters in the word are adjacent cells. ,,,,
7955,   for (int i = 0; i < 500; i++) {,,,,
7956,        Matrix matrix = new Matrix(4);,,,,
7957,Here is the persisting code.,,,,
7958,public void write_to_db() {,,,,
7959,    Session session = null;,,,,
7960,    try {,,,,
7961,        session = HibernateUtil.getSessionFactory().openSession();,,,,
7962,        Matrixtr onematrixtr = new Matrixtr();,,,,
7963,"        for (Map.Entry<Kelimetr, List<Cell>> sollution : sollutions.entrySet()) {",,,,
7964,            Kelimetr kelimetr = sollution.getKey();,,,,
7965,            List<Cell> solpath = sollution.getValue();,,,,
7966,            Solstr onesol = new Solstr();,,,,
7967,"            onesol.setSoltext(solpath.toString().replace(""["", """").replace(""]"", """").replace(""true"", """").replace(""false"", """"));",,,,
7968,    catch (HibernateException he) {,,,,
7969,"        System.out.println(""DB Error : "" + he.getMessage());",,,,
7970,    catch (Exception ex) {,,,,
7971,"        System.out.println(""General Error : "" + ex.getMessage());",,,,
7972,Here is the hibernate configuration file.,,,,
7973,"<?xml version=""1.0"" encoding=""UTF-8""?>",,,,
7974,"<!DOCTYPE hibernate-configuration PUBLIC ""-//Hibernate/Hibernate Configuration DTD 3.0//EN"" ""http://hibernate.sourceforge.net/hibernate-configuration-3.0.dtd"">",,,,
7975,"    <property name=""hibernate.dialect"">org.hibernate.dialect.MySQLDialect</property>",,,,
7976,"    <property name=""hibernate.connection.driver_class"">com.mysql.jdbc.Driver</property>",,,,
7977,"    <property name=""hibernate.connection.url"">jdbc:mysql://localhost:3306/kelimegame_db_dev?autoReconnect=true&amp;useUnicode=true&amp;characterEncoding=UTF-8</property>",,,,
7978,"    <property name=""hibernate.connection.username"">root</property>",,,,
7979,"    <property name=""hibernate.connection.password"">!.Wlu9RrCA</property>",,,,
7980,"    <property name=""hibernate.show_sql"">false</property>",,,,
7981,"    <property name=""hibernate.query.factory_class"">org.hibernate.hql.classic.ClassicQueryTranslatorFactory</property>",,,,
7982,"    <property name=""hibernate.format_sql"">false</property>",,,,
7983,    <!-- Use the C3P0 connection pool provider -->,,,,
7984,"    <property name=""hibernate.c3p0.acquire_increment"">50</property>",,,,
7985,"    <property name=""hibernate.c3p0.min_size"">10</property>",,,,
7986,"    <property name=""hibernate.c3p0.max_size"">100</property>",,,,
7987,"    <property name=""hibernate.c3p0.timeout"">300</property>",,,,
7988,"    <property name=""hibernate.c3p0.max_statements"">5</property>",,,,
7989,"    <property name=""hibernate.c3p0.idle_test_period"">3000</property>",,,,
7990,"    <mapping resource=""kelimegame/entity/Progress.hbm.xml""/>",,,,
7991,"    <mapping resource=""kelimegame/entity/Solstr.hbm.xml""/>",,,,
7992,"    <mapping resource=""kelimegame/entity/Kelimetr.hbm.xml""/>",,,,
7993,"    <mapping resource=""kelimegame/entity/User.hbm.xml""/>",,,,
7994,"    <mapping resource=""kelimegame/entity/Achievement.hbm.xml""/>",,,,
7995,"    <mapping resource=""kelimegame/entity/Matrixtr.hbm.xml""/>",,,,
7996,After finding all possible solutions I persist the matrix and the solutions using hibernate. I am also using c3pO library. I am not spawning any thread. All the work is being done in a very simple iterative way. But I am running the jar in separate processes. ,,,,
7997,From different terminals I am executing this : ,,,,
7998,java -jar NewDB.jar,,,,
7999,I got a deadlock as follows :,,,,
8000,"Apr 25, 2013 8:38:05 PM com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector run",,,,
8001,WARNING: com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector@7f0c09f9 -- APPARENT DEADLOCK!!! Creating emergency threads for unassigned pending tasks!,,,,
8002,"Apr 25, 2013 9:08:23 PM com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector run",,,,
8003,WARNING: com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector@7f0c09f9 -- APPARENT DEADLOCK!!! Complete Status: ,,,,
8004,    Managed Threads: 3,,,,
8005,    Active Threads: 3,,,,
8006,    Active Tasks: ,,,,
8007,            on thread: C3P0PooledConnectionPoolManager[identityToken->z8kfsx8uibeyqevbbapc|4045cf35]-HelperThread-#1,,,,
8008,            on thread: C3P0PooledConnectionPoolManager[identityToken->z8kfsx8uibeyqevbbapc|4045cf35]-HelperThread-#0,,,,
8009,            on thread: C3P0PooledConnectionPoolManager[identityToken->z8kfsx8uibeyqevbbapc|4045cf35]-HelperThread-#2,,,,
8010,    Pending Tasks: ,,,,
8011,Pool thread stack traces:,,,,
8012,"Apr 25, 2013 9:41:29 PM com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector run",,,,
8013,WARNING: com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector@7f0c09f9 -- APPARENT DEADLOCK!!! Creating emergency threads for unassigned pending tasks!,,,,
8014,"Apr 25, 2013 9:55:18 PM com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector run",,,,
8015,WARNING: com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector@7f0c09f9 -- APPARENT DEADLOCK!!! Complete Status: ,,,,
8016,    Managed Threads: 3,,,,
8017,    Active Threads: 3,,,,
8018,    Active Tasks: ,,,,
8019,            on thread: C3P0PooledConnectionPoolManager[identityToken->z8kfsx8uibeyqevbbapc|4045cf35]-HelperThread-#0,,,,
8020,            on thread: C3P0PooledConnectionPoolManager[identityToken->z8kfsx8uibeyqevbbapc|4045cf35]-HelperThread-#1,,,,
8021,            on thread: C3P0PooledConnectionPoolManager[identityToken->z8kfsx8uibeyqevbbapc|4045cf35]-HelperThread-#2,,,,
8022,    Pending Tasks: ,,,,
8023,Pool thread stack traces:,,,,
8024,        sun.reflect.GeneratedConstructorAccessor7.newInstance(Unknown Source),,,,
8025,My question is as follows :,,,,
8026,Can this deadlock in c3po happen since I am running the program in,,,,
8027,separate processes? ,,,,
8028,Should I use one process and multiple threads inside of this,,,,
8029,How can I trace this deadlock understand the cause of it? Is there a way to trace multiple JVMs causing deadlocks?,,,,
8030,['When I run just my Testclass in Eclipse I get the JUnit view showing the tree structure and if the test was successful. If I start my Test from code:,,,,
8031,JUnitCore core = new JUnitCore();,,,,
8032,the view does not show. Can I change this?,,,,
8033,['I followed this other SO question to set parameter for the URL but it was giving error: ,,,,
8034, The method setQueryString(String) in the type HttpMethodBase is not applicable for the arguments (NameValuePair[]) ,,,,
8035,and ,,,,
8036, Cannot instantiate the type NameValuePair.,,,,
8037,I am not able to understand the actual problem. Could some one help me on this?,,,,
8038,The code I have used from the above question,,,,
8039,"GetMethod method = new GetMethod(""example.com/page"";); ",,,,
8040,method.setQueryString(new NameValuePair[] { ,,,,
8041,"    new NameValuePair(""key"", ""value"") ",,,,
8042,['Jsoup incorrect counts the number of children:,,,,
8043,    Document document = Jsoup,,,,
8044,"    Element div = document.select(""div"").first();",,,,
8045,    Elements divChildren = div.children();,,,,
8046,"For example, if testString = ",,,,
8047,then divChildren.size() = 2,,,,
8048,if testString = ,,,,
8049,then divChildren.size() = 4,,,,
8050,what am I doing wrong?,,,,
8051,['It is possible to upload file though Google Drive SDK?,,,,
8052,I\'ve imported google play services as library and I can create only an empty file or a folder.,,,,
8053,"  .createFolder(mGoogleApiClient, changeSet)",,,,
8054,  new ResultCallback<DriveFolder.DriveFolderResult>() {,,,,
8055,    public void onResult(,,,,
8056,    DriveFolder.DriveFolderResult result) {,,,,
8057,    if (!result.getStatus(),,,,
8058,    .isSuccess()) {,,,,
8059,"    show(""Error while trying to create the folder"");",,,,
8060,"  Log.d(""info"",""Folder created"");",,,,
8061,But how I can upload a file or multiple to Google Drive programatically?,,,,
8062,"[""Suppose I have a report that has some required parameters to set before execute.",,,,
8063,"If I execute report in a BIRT viewer, pop-up asking to enter required parameters appears.",,,,
8064,"I use BIRT API, and I don't want to deploy BIRT viewer in my app.",,,,
8065,How can I programmatically get the list of parameters I need to set before executing the report? ,,,,
8066,"Or saying another way, how can I get to know programmatically, what parameters should be set before executing?",,,,
8067,And how to set into the report values I get from the user?,,,,
8068,"[""These days I do exercise about JDBC.When the Java project connect the MySQL，then it's Ok.But the JavaEE project which run on MyEclipse cann't connect to MySQL,these is the error messages: ",,,,
8069,严重: create connection error,,,,
8070,java.sql.SQLException: Access denied for user 'root'@'localhost' (using password: YES),,,,
8071,    at com.mysql.jdbc.SQLError.createSQLException(SQLError.java:1074),,,,
8072,    at com.mysql.jdbc.MysqlIO.checkErrorPacket(MysqlIO.java:4074),,,,
8073,    at com.mysql.jdbc.MysqlIO.checkErrorPacket(MysqlIO.java:4006),,,,
8074,    at com.mysql.jdbc.MysqlIO.checkErrorPacket(MysqlIO.java:919),,,,
8075,    at com.mysql.jdbc.MysqlIO.proceedHandshakeWithPluggableAuthentication(MysqlIO.java:1694),,,,
8076,    at com.mysql.jdbc.MysqlIO.doHandshake(MysqlIO.java:1244),,,,
8077,    at com.mysql.jdbc.ConnectionImpl.coreConnect(ConnectionImpl.java:2397),,,,
8078,    at com.mysql.jdbc.ConnectionImpl.connectOneTryOnly(ConnectionImpl.java:2430),,,,
8079,    at com.mysql.jdbc.ConnectionImpl.createNewIO(ConnectionImpl.java:2215),,,,
8080,    at com.mysql.jdbc.ConnectionImpl.<init>(ConnectionImpl.java:813),,,,
8081,    at com.mysql.jdbc.JDBC4Connection.<init>(JDBC4Connection.java:47),,,,
8082,    at sun.reflect.GeneratedConstructorAccessor14.newInstance(Unknown Source),,,,
8083,    at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45),,,,
8084,    at java.lang.reflect.Constructor.newInstance(Constructor.java:526),,,,
8085,    at com.mysql.jdbc.Util.handleNewInstance(Util.java:411),,,,
8086,    at com.mysql.jdbc.ConnectionImpl.getInstance(ConnectionImpl.java:399),,,,
8087,    at com.mysql.jdbc.NonRegisteringDriver.connect(NonRegisteringDriver.java:334),,,,
8088,    at com.alibaba.druid.filter.FilterChainImpl.connection_connect(FilterChainImpl.java:142),,,,
8089,    at com.alibaba.druid.filter.stat.StatFilter.connection_connect(StatFilter.java:211),,,,
8090,    at com.alibaba.druid.filter.FilterChainImpl.connection_connect(FilterChainImpl.java:136),,,,
8091,    at com.alibaba.druid.pool.DruidAbstractDataSource.createPhysicalConnection(DruidAbstractDataSource.java:1271),,,,
8092,    at com.alibaba.druid.pool.DruidAbstractDataSource.createPhysicalConnection(DruidAbstractDataSource.java:1325),,,,
8093,    at com.alibaba.druid.pool.DruidDataSource$CreateConnectionThread.run(DruidDataSource.java:1215).,,,,
8094," The import thing:I try to grand,restart the mysql and so on.But all of them are failed.",,,,
8095,"[""I am casting List <T> to List <String>. getClass() method on any element of list returns the actual class of element of List i.e  T rather than String. Shouldn't Java return String instead of actual class, as the list was casted to list of String? ",,,,
8096,public cast (List<?> unsortedList) {,,,,
8097,    List<String> unsortedListOfPrimitives = (List<String>)unsortedList;,,,,
8098,cast(List<BigDecimal> unsortedList);,,,,
8099,Output :  java.math.BigDecimal,,,,
8100,['I have data come back from a BLE device in a byte array (little-endian) and was able to get it working us this code below. However Im curious is there a way to write this code in a cleaner way:,,,,
8101,"int val = (Integer.parseInt(String.format(""%02x"", data[3]), 16) << 24) |    ",,,,
8102,"          (Integer.parseInt(String.format(""%02x"", data[2]), 16) << 16 ) |",,,,
8103,"          (Integer.parseInt(String.format(""%02x"", data[1]), 16) << 8) | ",,,,
8104,"          (Integer.parseInt(String.format(""%02x"", data[0]), 16)) << 0;",,,,
8105,Here the data coming back printed out as hex:,,,,
8106,data[0] = 0,,,,
8107,data[1] = 0,,,,
8108,data[2] = 8,,,,
8109,data[3] = 9f,,,,
8110,The final int value should be 2207.,,,,
8111,['So I have this code:,,,,
8112,public class AccountService {,,,,
8113,"private Map<String, Account> accounts = DatabaseClass.getAccounts();",,,,
8114,public AccountService(){,,,,
8115,    Account acc = new Account();,,,,
8116,"    accounts.put(""1"", acc);",,,,
8117,public List<Account> getAllAccounts(){,,,,
8118,    return new ArrayList<Account>(accounts.values());,,,,
8119,"public Account addAccount(String nickname, Account acc){",,,,
8120,"    accounts.put(nickname, acc);",,,,
8121,    return acc;,,,,
8122,"public Account validateAccount(String nickname, String password){",,,,
8123,"    Account acc = new Account(nickname,password);",,,,
8124,    if (accounts.containsValue(acc)){,,,,
8125,    return acc;,,,,
8126,public class AccountResource {,,,,
8127,AccountService accountservice = new AccountService();,,,,
8128,public List<Account> getAllAccounts(){,,,,
8129,    return accountservice.getAllAccounts();,,,,
8130,"public Account addAccount(@PathParam(""nickname"") String nickname,Account acc){",,,,
8131,"    return accountservice.addAccount(nickname,acc);",,,,
8132,"public Account validateAccount(@PathParam(""nickname"")String nickname, @PathParam(""password"") String password){",,,,
8133,"return accountservice.validateAccount(nickname , password);",,,,
8134,public class DatabaseClass {,,,,
8135,"private static Map<String, Playlist> playlists = new HashMap<String, Playlist>();",,,,
8136,"private static Map<String, Account> accounts = new HashMap<String, Account>();",,,,
8137,"public static Map<String,Account> getAccounts (){",,,,
8138,    return accounts;    ,,,,
8139,I\'m trying to see if map(accounts) contains an object with the same parameters as acc. The part with constainsValue doesn\'t work for me. Any suggestions?,,,,
8140,I have added new object to map with values 1 and 2.,,,,
8141,['I have three objects each with an individual integer assigned to them.,,,,
8142,Food hamburger = new Food();,,,,
8143,hamburger.calories = 500;,,,,
8144,Food spaghetti = new Food();,,,,
8145,spaghetti.calories = 700;,,,,
8146,Food sausage = new Food();,,,,
8147,sausage.calories = 300;,,,,
8148,And then a method to compare which food has the lowest calories.,,,,
8149,"public Food findLowestCalories(Food f1, Food f2, Food f3) {",,,,
8150,    if (f1.calories < f2.calories && f1.calories < f3.calories){,,,,
8151,        return f1;,,,,
8152,    } else if (f2.calories < f1.calories && f2.calories < f3.calories){,,,,
8153,        return f2;,,,,
8154,    } else {,,,,
8155,        return f3;,,,,
8156,Then I have a line to print out the result of findLowestCalories:,,,,
8157,"System.out.println(findLowestCalories(hamburger, spaghetti, sausage));",,,,
8158,"I am getting an error: The method findLowestCalories(Food, Food, Food) is undefined for the type FoodEater.",,,,
8159,Any help would be greatly appreciated!,,,,
8160,So FoodEater looks like this:,,,,
8161,public class Food Eater {,,,,
8162,public static void main(String[] args) {,,,,
8163,    Food hamburger = new Food();,,,,
8164,    hamburger.calories = 500;,,,,
8165,    Food spaghetti = new Food();,,,,
8166,    spaghetti.calories = 700;,,,,
8167,    Food sausage = new Food();,,,,
8168,    sausage.calories = 300;,,,,
8169,"    System.out.println(findLowestCalories(hamburger, spaghetti, sausage));",,,,
8170,and my other class like this:,,,,
8171,public class FoodMeasure {,,,,
8172,"public Food findLowestCalories(Food f1, Food f2, Food f3) {",,,,
8173,    if (f1.calories < f2.calories && f1.calories < f3.calories){,,,,
8174,        return f1;,,,,
8175,    } else if (f2.calories < f1.calories && f2.calories < f3.calories){,,,,
8176,        return f2;,,,,
8177,    } else {,,,,
8178,        return f3;,,,,
8179,['I\'ve a java script who\'s running by several user and working very well.,,,,
8180,"Today, I asked another user to try the script on his desktop and he\'s getting a ClassNotFoundException... despite the script is perfectly the same as mine (and jar locations is also the same)",,,,
8181,Here\'s the command tu launch the JAR :,,,,
8182,java  -cp .;customname.jar;libs/* my.package.MyMainClass,,,,
8183,And I also tried to add every jar in the libs folder separately :,,,,
8184,java  -cp .;customname.jar;libs/lib.jar;libs/lib2.jar;libs/lib3.jar my.package.MyMainClass,,,,
8185,And here\'s the error message the user is getting :,,,,
8186, Error: Could not find or load main class ch.vaudoise.hp.services.listener.AutoSysReorder,,,,
8187,"I checked the JAVA configuration and try to set him the same java version on ""Path"" environment variable. Same error.",,,,
8188,As there\'s 6 user who can run the script and only one who\'s getting an error I\'m sure it\'s a configuration issue. But what ? Classpath seems to be OK... ,,,,
8189,Many thanks for any help.. ,,,,
8190,"['So, here is what I want to do:",,,,
8191,push a library to artifactory using gradle -> Done,,,,
8192,get the service to pull the dependent library from artifactory -> Issues,,,,
8193,From what I understand it can be done using Gradle Artifactory Plugin. ,,,,
8194,Below is the sample build.gradle : ,,,,
8195,buildscript {,,,,
8196,    repositories {,,,,
8197,    dependencies {,,,,
8198,        classpath \'org.jfrog.buildinfo:build-info-extractor-gradle:3.1.0\',,,,
8199,"apply plugin: ""com.jfrog.artifactory""",,,,
8200,apply plugin: \'eclipse\',,,,
8201,apply plugin: \'java\',,,,
8202,apply plugin: \'maven\',,,,
8203,apply plugin: \'maven-publish\',,,,
8204,apply plugin: \'eclipse-wtp\',,,,
8205,apply plugin: \'war\',,,,
8206,group = \'a.b.c\',,,,
8207,allprojects {,,,,
8208,    apply plugin: \'artifactory\',,,,
8209,dependencies {,,,,
8210,"    compile group: \'a\', name: \'b\', version:\'c\'",,,,
8211,"    compile group: \'x\', name: \'y\', version:\'z\'",,,,
8212,artifactory {,,,,
8213,"    contextUrl = ""${artifactory_contextUrl}""   //The base Artifactory URL if not overridden by the publisher/resolver",,,,
8214,    publish {,,,,
8215,        repository {,,,,
8216,            repoKey = \'gradle-release-local\',,,,
8217,"            username = ""${artifactory_user}""",,,,
8218,"            password = ""${artifactory_password}""",,,,
8219,            maven = true,,,,
8220,            ivy {,,,,
8221,                ivyLayout = \'[organization]/[module]/ivy-[revision].xml\',,,,
8222,                artifactLayout = \'[organization]/[module]/[revision]/[module]-[revision](-[classifier]).[ext]\',,,,
8223,                mavenCompatible = false,,,,
8224,    resolve {,,,,
8225,        repository {,,,,
8226,            repoKey = \'gradle\',,,,
8227,            repoKey = \'gradle-release-local\',,,,
8228,            maven = true,,,,
8229,Sample Settings.gradle,,,,
8230,rootProject.name = ‘partnering\',,,,
8231,includeFlat ‘a\',,,,
8232,"project(‘:a\').projectDir=new File(settings,\'../a\')",,,,
8233,"In dependencies, as you can see ",,,,
8234,"compile group: \'a\', name: \'b\', version:\'c\'",,,,
8235,    This needs repoKey = gradle-release-local,,,,
8236,"compile group: \'x\', name: \'y\', version:\'z\'",,,,
8237,    This needs repoKey = grade,,,,
8238,Cannot resolve external dependency a.b.c because no repositories are defined. ,,,,
8239,However I can see the library is already present in artifactory,,,,
8240,Can somebody please let me with this issue. ,,,,
8241,"[""I have been trying to change my ImageButton source OnClick and change it back after 500 miliseconds. This is the code (There are more ImageButtons, this is just the complete example of one of the ImageButtons): [UPDATED]",,,,
8242,package com.example.apptest;,,,,
8243,import android.app.Activity;,,,,
8244,import android.content.Intent;,,,,
8245,import android.content.pm.ActivityInfo;,,,,
8246,import android.os.Bundle;,,,,
8247,import android.os.Handler;,,,,
8248,import android.view.View;,,,,
8249,import android.widget.ImageButton;,,,,
8250,public class MainActivity extends Activity {,,,,
8251,    protected void onCreate(Bundle savedInstanceState) {,,,,
8252,        ImageButton Next=(ImageButton)findViewById(R.id.nexticon);,,,,
8253,        // Here there are more buttons //,,,,
8254,        Next.setOnClickListener(new View.OnClickListener() {,,,,
8255,            public void onClick(View view) {,,,,
8256,"            Intent splash = new Intent(MainActivity.this, NextActivity.class);",,,,
8257,"                overridePendingTransition(R.anim.fade_in, R.anim.fade_out);",,,,
8258,                Handler h =new Handler();,,,,
8259,                h.postDelayed(new Runnable() {,,,,
8260,                    public void run() {,,,,
8261,"                }, 500);",,,,
8262,"It doesn't work, the message grade build says:[UPDATED]",,,,
8263,"Error:(34, 28) error: non-static method setImageResource(int) cannot be",,,,
8264,referenced from a static context,,,,
8265,"Error:(40, 36) error: non-static method setImageResource(int) cannot be",,,,
8266,referenced from a static context,,,,
8267,Hope you can help me. Thanks!,,,,
8268,['Is there a way to know which activity class started another activity class other than passing the name of the class as an Extra in the Intent?,,,,
8269,"When we do new Intent(this, SomeOtherActivity.class)  is it possible to get the name of this in the when we are in onCreate of the SomeOtherActivity?",,,,
8270,['I\'ve encoded a image into base64 using the org.apache.axis.encoding.Base64 class. My code:,,,,
8271,public String get64EncodedPhotoForUser(User user) {,,,,
8272,        // Path to image,,,,
8273,"        String path = ""some path to the jpg file on the server"";",,,,
8274,        // Read image from server,,,,
8275,        String base64Image = null;,,,,
8276,        try {,,,,
8277,            BufferedImage bufferedImage = ImageIO.read(new File(path));,,,,
8278,            ByteArrayOutputStream baos = new ByteArrayOutputStream();,,,,
8279,"            ImageIO.write(bufferedImage, ""jpg"", baos);",,,,
8280,            byte[] imageInByte = baos.toByteArray();,,,,
8281,            base64Image = Base64.encode(imageInByte);,,,,
8282,        } catch (Exception e) {,,,,
8283,        return base64Image;,,,,
8284,"As you can see I first convert the image into a byte array as that is what the encode method expects.. Everything seems to work fine, I get my encoded string back and it seems to be a correctly encoded string. Worth mentioning here that some online decoders can correctly decode the image while others again can\'t, which I thought is odd..",,,,
8285,When I try and display the image in my HTML:,,,,
8286,"<img ng-src=""data:image/png;base64,/9j/4AAQSkZJRgABAgAAA..."" id=""avatar"">",,,,
8287,It doesn\'t work. I just get that \'missing image\' icon you get when you\'re pointing your html to an image that doesn\'t exist.,,,,
8288,I\'ve copied and pasted the encoded string into a jsfiddle you can check out here,,,,
8289,"PS - I also take the base64 string and I pass it from the server to the client in a JSON object along with some other things. The Base64 string you\'re seeing in the jsfiddle is what I get back on the client-side. Could it be that the encoded string could perhaps have been corrupted or modified, when it was passed over the network?",,,,
8290,"[""I have two list say 'src' and 'dest'. src contain some duplicates. I need to identify the index of the duplicate elements. After identifying the index, I want to fetch elements from the same index position of the 'dest' list ",,,,
8291,"['Hello I am a student struggling to create a game of Nim for a homework assignment. I am currently confused on the in the first file public void play() method where in the comments, my teacher posted, ",,,,
