ID,Amir,Ali,Misagh,Agreement Percent,target,doc,,,,,,,
901,0,0,0,100,0,"            long elapsedTime = ChronoUnit.SECONDS.between(stateMachineStartTime, now);",,,,,,,
902,0,0,0,100,0,            if (elapsedTime > alarmThreshold){,,,,,,,
903,1,1,1,100,1,Now I am trying to unit-test this method and having some issues. ,,,,,,,
904,1,1,1,100,1,"First of all, I get error that Mockito can not mock final class when i tried to mock AWSStepFunctionsClientBuilder. ",,,,,,,
905,1,1,1,100,1,"Secondly, I have private methods which are being called with specific params. ",,,,,,,
906,1,1,1,100,1,The question is,,,,,,,
907,1,1,1,100,1,How can i unit test this code? I read it somewhere that if a code isn't unit-testable then its a bad design. How can i improve this code so that its easily testable? I would prefer to keep those helper methods as private methods.,,,,,,,
908,1,1,1,100,1,How can i mock final objects from AWS SDK to test this code? I can not use any other framework but Mockito. ,,,,,,,
909,1,1,1,100,1,"['I am trying to find a way to print Java ArrayLists to Yaml lists, in the following format:",,,,,,,
910,1,1,1,100,1,"However,I have only managed to print them into Yaml lists in the alternative format:",,,,,,,
911,1,1,1,100,1,"Is there a way that the first can be done with a setting in Jackson? I know it can be done with SnakeYaml, but do not want to follow this path.",,,,,,,
912,1,1,1,100,1,"In case the answer to this question is no, I also have created a custom serializer, which serializes the Java list to the desired format ([list-element1,list-element2,list-element3...]) and adds it to the jsonGenerator passed to the ",,,,,,,
913,0,1,1,66.66666667,1,serialize(...) method by calling ,,,,,,,
914,0,0,0,100,0,"jasonGenerator.writeStringField(""ArrayList"", list_string.toString()).",,,,,,,
915,1,1,1,100,1,"However, when I call",,,,,,,
916,0,0,0,100,0,String yamlString = mapper.writeValueAsString(object_to_serialize),,,,,,,
917,1,1,1,100,1,the output is in the form of,,,,,,,
918,1,1,1,100,1,"(quoted), even though minimize quotes is enabled in the respective YAMLFactory.",,,,,,,
919,1,1,1,100,1,"Is there another solution, besides parsing yamlString and replacing the offending characters?",,,,,,,
920,1,1,1,100,1,"[""This question is just informal and thus I cannot provide any sort of MWE/example/...",,,,,,,
921,1,1,1,100,1,I thought of developing a Java application to interact with the eBay API.,,,,,,,
922,1,1,1,100,1,"To do so, one has to obtain a (private) key from them to authenticate to avoid a single application disturbing the normal processes. It's clear that putting these keys in a Git repository for example and publishing the repo was a bad idea.",,,,,,,
923,1,1,1,100,1,"On the other hand, I would like to allow others to contribute and/or use my code for their own work (classic open-source approach).",,,,,,,
924,1,1,1,100,1,I could think of the following approaches to solve the issue:,,,,,,,
925,1,1,1,100,1,"Write the main code as a LGPL library and write a small application using the library plus the keys. Thus, the library can be published without problems.",,,,,,,
926,1,1,1,100,1,Create a separate class that contains the keys; do not put this into the repository.,,,,,,,
927,1,1,1,100,1,Add a text file outside the VCS (or ignored by it) to the project and read it at runtime from the .jar file.,,,,,,,
928,1,1,1,100,1,Do some fancy stuff at compile time: somehow replace just before the real compiler runs the correct data into the source files and remove afterwards. That is wrap the compiler in a shell script or configure user defined compilation routines for the critical file.,,,,,,,
929,1,1,1,100,1,"The benefit of the first two approaches are that it is complicated to regain the key from the completed jar file (I guess, please correct me if it is easily reverse-engineerable). The downside is that any other person will not be able to compile the program. In case 1, the main method is missing; in case 2, a whole class will be referenced but nor be present.",,,,,,,
930,1,1,1,100,1,"Case 3 is a bad idea because, if you have the jar file, you can directly extract the key as text file and have it in plain text.",,,,,,,
931,1,1,1,100,1,"Case 4 is, in my own opinion, also not the best solution: messing around with source code at compile time looks quite nasty to me. Nevertheless, it was (as far as I can think of it) the best solution of these presented here.",,,,,,,
932,1,1,1,100,1,Can you think of a better solution?,,,,,,,
933,1,1,1,100,1,How are such problems handled correctly?,,,,,,,
934,1,1,1,100,1,To make things clearer:,,,,,,,
935,1,1,1,100,1,I am not worried about the credentials of the users that are using my application.,,,,,,,
936,1,1,1,100,1,Instead eBay requires that each program using their API authenticates itself with a key.,,,,,,,
937,1,1,1,100,1,This way eBay can shut down singe applications if running zombie or doing illegal things (in terms of the license agreement).,,,,,,,
938,1,1,1,100,1,These keys (the access keys for the API) need to be readable by the application (otherwise I could not authenticate with them) but these keys must not be available to anybody else.,,,,,,,
939,1,1,1,100,1,If anybody had the keys he/she could send API calls in the name of my program and lead to my keys getting revoked.,,,,,,,
940,1,1,1,100,1,"[""I am using :",,,,,,,
941,0,1,1,66.66666667,1,Latest version of play framework wi.-> 2.3.5,,,,,,,
942,0,1,0,66.66666667,0,Latest version of Denodo -> 5.5 win ,,,,,,,
943,1,1,1,100,1,Denodo is using Apache Common Codec 1.3 whereas Play is using few new methods introduced in Apacahe Common Codec 1.4 (E.g. Caused by: java.lang.NoSuchMethodError: org.apache.commons.codec.digest.DigestUtils.sha1Hex(Ljava/lang/String;)Ljava/lang/String;). Somehow denodo's legacy jar is getting preference over play's jar. ,,,,,,,
944,1,1,1,100,1,Is there any way to get rid of this situation?,,,,,,,
945,1,1,1,100,1,"['I have a Java solution in which its main thread runs a JavaFX desktop application. In addition, another thread is created that takes care of a REST service by using an embedded web-server. By using a REST client, I can access the REST service, but I cannot access an object existing in the context of the main thread because I am not actually in that thread. Please any suggestions on how to approach this problem.  ",,,,,,,
946,0,0,1,66.66666667,0,public class Main extends Application {,,,,,,,
947,0,0,1,66.66666667,0,    public static MyBrowser myBrowser;,,,,,,,
948,0,0,1,66.66666667,0,    public void start(final Stage primaryStage) {,,,,,,,
949,0,0,0,100,0,"        myBrowser = new MyBrowser(""http://localhost:8080/terminal"");",,,,,,,
950,0,0,0,100,0,        Scene scene1 = null;,,,,,,,
951,0,0,0,100,0,        Screen s1 = null;       ,,,,,,,
952,0,0,0,100,0,        Rectangle2D screenBounds = Screen.getScreens().get(0).getVisualBounds();,,,,,,,
953,0,0,0,100,0,        s1 = Screen.getScreens().get(0); // i replaced per 0,,,,,,,
954,0,0,0,100,0,"        scene1 = new Scene(myBrowser, screenBounds.getWidth(), screenBounds.getHeight());",,,,,,,
955,0,0,0,100,0,"        primaryStage.setTitle(""Terminal 1"");",,,,,,,
956,0,0,0,100,0,"        log.info(""before show() method..."");",,,,,,,
957,0,0,0,100,0,        // launch jetty web-server for REST services,,,,,,,
958,0,0,0,100,0,"        log.info(""about to create a Thread object for running start() method..."");",,,,,,,
959,0,0,0,100,0,        MyThread jettyThread = new MyThread();,,,,,,,
960,0,0,0,100,0,    public static MyBrowser getMyBrowser() {,,,,,,,
961,0,0,1,66.66666667,0,        return myBrowser;,,,,,,,
962,0,0,0,100,0,    public static void main(String[] args) {,,,,,,,
963,0,0,1,66.66666667,0,        public class MyBrowser extends Region {,,,,,,,
964,0,0,1,66.66666667,0,            HBox toolbar;,,,,,,,
965,0,0,0,100,0,            public WebView webView = new WebView();,,,,,,,
966,0,0,0,100,0,            WebEngine webEngine = webView.getEngine();,,,,,,,
967,0,0,0,100,0,    public class MyThread extends Thread {,,,,,,,
968,0,0,0,100,0,        public void run() {,,,,,,,
969,0,0,1,66.66666667,0,            try {,,,,,,,
970,0,0,0,100,0,            } catch (InterruptedException e) {,,,,,,,
971,0,0,0,100,0,                // TODO Auto-generated catch block,,,,,,,
972,0,0,0,100,0,            } catch (Exception e) {,,,,,,,
973,0,0,0,100,0,                // TODO Auto-generated catch block,,,,,,,
974,1,0,1,66.66666667,1,['I\'m trying to use the maxConnectionAge property inside my bean:,,,,,,,
975,0,0,0,100,0,"<bean id=""dataSource"" class=""com.mchange.v2.c3p0.ComboPooledDataSource"" ",,,,,,,
976,0,0,0,100,0,"   <property name=""maxConnectionAge"" value=""7200"" />",,,,,,,
977,0,0,0,100,0,my pom.xml:,,,,,,,
978,0,0,0,100,0,    <dependency>,,,,,,,
979,1,1,1,100,1,"the problem is that the setters and getters are not available for the property of maxConnectionAge, even when i try to create:",,,,,,,
980,0,0,0,100,0,  ComboPooledDataSource cpds = new ComboPooledDataSource();,,,,,,,
981,0,0,0,100,0,  cpds.setMaxConnectionAge() <- its not recognized by the intellisense,,,,,,,
982,1,1,1,100,1,How can i use maxConnectionAge ?,,,,,,,
983,0,1,1,66.66666667,1,the error:,,,,,,,
984,0,0,0,100,0,"   <property name=""maxConnectionAge"" value=""7200"" />",,,,,,,
985,1,1,1,100,1,"['I have a simple job (Apache Beam SDK for Java 2.2.0) that read messages from PubSub subscription, read configs from side input, apply transformations to messages and send results to another PubSub topic",,,,,,,
986,1,1,1,100,1,The issue is that the number of outgoing messages is not equal to the number of incoming messages. I\'m inserting 15 millions messages very quickly from another job (without manually specifying a timestamp). Issue seems to come with the presence of side input because without I have no more loss. In Dataflow monitoring we can see about 20000 lost messages.,,,,,,,
987,0,0,1,66.66666667,0,Job ID on DataflowRunner: 2018-01-17_05_33_45-3290466857677892673,,,,,,,
988,0,0,0,100,0,Job ID on DataflowRunner: 2018-01-17_05_33_45-3290466857677892673,,,,,,,
989,1,1,1,100,1,If I restart the same job the number of lost messages is not the same,,,,,,,
990,1,1,1,100,1,I created simple snippets to illustrate my issue ,,,,,,,
991,0,0,0,100,0,"String PROJECT_ID = ""..."";",,,,,,,
992,0,0,0,100,0,PipelineOptions options = PipelineOptionsFactory.fromArgs(args).withValidation().create();,,,,,,,
993,0,0,0,100,0,Pipeline p = Pipeline.create(options);,,,,,,,
994,0,0,0,100,0,"    .apply(PubsubIO.writeStrings().to(""projects/"" + PROJECT_ID + ""/topics/test_in""));",,,,,,,
995,0,1,1,66.66666667,1,Listenner ,,,,,,,
996,0,0,0,100,0,"String PROJECT_ID = ""..."";",,,,,,,
997,0,0,0,100,0,PipelineOptions options = PipelineOptionsFactory.fromArgs(args).withValidation().create();,,,,,,,
998,0,0,0,100,0,Pipeline p = Pipeline.create(options);,,,,,,,
999,0,0,0,100,0,PCollectionView<Long> sideInput = p,,,,,,,
1000,0,0,1,66.66666667,0,"    // 15,000,000 in input",,,,,,,
1001,0,0,0,100,0,"    .apply(PubsubIO.readMessages().fromSubscription(""projects/"" + PROJECT_ID + ""/subscriptions/test_in""))",,,,,,,
1002,0,0,0,100,0,"    .apply(ParDo.of(new DoFn<PubsubMessage, PubsubMessage>() {",,,,,,,
1003,0,0,0,100,0,        public void processElement(ProcessContext c) {,,,,,,,
1004,0,0,1,66.66666667,0,"    // 14,978,010 in output",,,,,,,
1005,0,0,0,100,0,"    .apply(PubsubIO.writeMessages().to(""projects/"" + PROJECT_ID + ""/topics/test_out""));",,,,,,,
1006,1,1,1,100,1,['I am trying to create 2 instances of Swagger unser 2 different context:,,,,,,,
